Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4543","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4577","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","225","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","229","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","193","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","204","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","36","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","135","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","145","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1785","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1645","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","533","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","516","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","474","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","250","France","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","375","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","84","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","24","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","24","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","51","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","57","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","65","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","72","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","205","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","288","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","246","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","240","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","82","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","67","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","33","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","38","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","228","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","428","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","43","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","56","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","42","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","43","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","103","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","115","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","206","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","194","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","524","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","521","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","61","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","84","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","232","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","233","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4101","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3597","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","356","Inde","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3454","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3752","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2243","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2231","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","52","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","51","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","109","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","157","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","222","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","31","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","150","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","166","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","105","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","85","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","90","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","96","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","352","Islande","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","656","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","665","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","376","Israël","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1277","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1382","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","94","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","84","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","175","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","380","Italie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","178","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","124","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","34","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","31","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2250","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2348","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1089","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1022","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","392","Japon","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","218","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","218","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","64","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","56","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","183","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","229","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","195","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","192","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","13","I","Valeur imputée"
